Player_id,Name_batting,Desc,Runs_batting,Balls_batting,4s_batting,6s_batting,SR,Team_batting,base_points_batting,pace_points_batting,milestone_points_batting,impact_points_batting,batting_points,Name_bowling,Overs,Maidens,Runs_bowling,Wickets,Econ,Dots,4s_bowling,6s_bowling,Wd,Nb,Team_bowling,Balls_bowling,base_points_bowling,pace_points_bowling,milestone_points_bowling,impact_points_bowling,bowling_points,Name,Team,fielding_points,bonus_points,total_points
230193,Matthew Wade,b Hooda,30,29,4,0,103.44,2,30,1,5.0,4,40.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Matthew Wade,2,10,5,55.0
477021,Vijay Shankar,b Chameera,4,6,0,0,66.66,2,4,-2,0.0,0,2.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Vijay Shankar,2,0,5,7.0
625371,Hardik Pandya,c Pandey b Pandya,33,28,5,1,117.85,2,33,5,5.0,7,50.0,Hardik Pandya,4,0.0,37.0,0.0,9.25,10.0,6,1,0,0,2,24.0,0.0,-1.0,0.0,10.0,9.0,Hardik Pandya,2,10,5,74.0
321777,David Miller,c Rahul b Avesh Khan,30,21,1,2,142.85,2,30,9,5.0,5,49.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,David Miller,2,0,5,54.0
423838,Rahul Tewatia,not out,40,24,5,2,166.66,2,40,16,5.0,9,70.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Rahul Tewatia,2,0,5,75.0
778963,Abhinav Manohar,not out,15,7,3,0,214.28,2,15,8,0.0,3,26.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Abhinav Manohar,2,0,5,31.0
793463,Rashid Khan,DNB,0,0,0,0,0,2,0,0,0.0,0,0.0,Rashid Khan,4,0.0,27.0,1.0,6.75,8.0,0,2,0,0,2,24.0,20.0,18.0,0.0,8.0,46.0,Rashid Khan,2,0,5,51.0
493773,Lockie Ferguson,DNB,0,0,0,0,0,2,0,0,0.0,0,0.0,Lockie Ferguson,4,0.0,24.0,0.0,6.00,11.0,1,1,1,0,2,24.0,0.0,24.0,0.0,11.0,35.0,Lockie Ferguson,2,0,5,40.0
481896,Mohammed Shami,DNB,0,0,0,0,0,2,0,0,0.0,0,0.0,Mohammed Shami,4,0.0,25.0,3.0,6.25,13.0,4,0,0,0,2,24.0,60.0,22.0,15.0,13.0,110.0,Mohammed Shami,2,0,30,140.0
360911,Varun Aaron,DNB,0,0,0,0,0,2,0,0,0.0,0,0.0,Varun Aaron,4,0.0,45.0,2.0,11.25,5.0,6,1,3,0,2,24.0,40.0,-9.0,5.0,5.0,41.0,Varun Aaron,2,0,5,46.0
